location,region,Image URL,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24
Greece,Europe,https://www.countryflags.io/gr/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,7.0,0.0,0.0,10.0,32.0,45.0,66.0,73.0,84.0,90.0,99.0,133.0,190.0,228.0,331.0,352.0,387.0,418.0,464.0,495.0,530.0,624.0,695.0,743.0,821.0,892.0,966.0,1061.0,1156.0,1212.0,1314.0,1375.0,1514.0,1613.0,1673.0,1735.0,1755.0,1832.0,1884.0,1955.0,2011.0,2081.0,2114.0,2145.0,2170.0,2192.0,2207.0,2207.0,2207.0,2235.0,2245.0,2401.0,2408.0,2463.0,2490.0,2506.0,2506.0,2534.0,2534.0,2576.0,2591.0,2591.0,2620.0,2626.0,2632.0,2642.0,2663.0,2678.0,2691.0,2710.0,2716.0,2726.0,2744.0,2760.0,2770.0,2810.0,2819.0,2834.0,2836.0,2840.0,2850.0,2853.0,2873.0,2876.0
Greenland,Americas,https://www.countryflags.io/gl/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Grenada,Americas,https://www.countryflags.io/gd/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Guam,Oceania,https://www.countryflags.io/gu/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,14.0,15.0,27.0,29.0,32.0,37.0,49.0,51.0,55.0,56.0,60.0,69.0,77.0,82.0,87.0,93.0,110.0,112.0,121.0,125.0,128.0,130.0,133.0,133.0,134.0,135.0,135.0,135.0,136.0,136.0,136.0,136.0,136.0,137.0,140.0,141.0,141.0,142.0,144.0,145.0,145.0,146.0,146.0,148.0,149.0,149.0,149.0,151.0,151.0,151.0,151.0,151.0,152.0,152.0,152.0,154.0,154.0,154.0,154.0,154.0,154.0,165.0,165.0,165.0,166.0
Guatemala,Americas,https://www.countryflags.io/gt/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,6.0,8.0,9.0,13.0,17.0,19.0,20.0,21.0,24.0,25.0,32.0,34.0,36.0,36.0,38.0,46.0,47.0,50.0,61.0,70.0,74.0,80.0,87.0,126.0,137.0,153.0,156.0,167.0,180.0,196.0,214.0,235.0,257.0,289.0,294.0,316.0,342.0,384.0,430.0,473.0,500.0,530.0,557.0,585.0,599.0,644.0,688.0,703.0,730.0,763.0,798.0,832.0,900.0,967.0,1052.0,1114.0,1199.0,1342.0,1518.0,1643.0,1763.0,1912.0,2001.0,2133.0,2265.0,2512.0,2743.0,3054.0
Guinea,Africa,https://www.countryflags.io/gn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,8.0,8.0,16.0,16.0,30.0,52.0,52.0,111.0,121.0,128.0,144.0,164.0,194.0,212.0,250.0,250.0,319.0,363.0,404.0,438.0,477.0,477.0,579.0,622.0,688.0,761.0,862.0,954.0,996.0,1094.0,1163.0,1240.0,1351.0,1495.0,1537.0,1586.0,1586.0,1710.0,1811.0,1856.0,1927.0,2009.0,2042.0,2146.0,2213.0,2213.0,2374.0,2473.0,2531.0,2658.0,2658.0,2796.0,2863.0,2863.0,3067.0,3067.0,3176.0
Guinea-Bissau,Africa,https://www.countryflags.io/gw/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,8.0,9.0,9.0,15.0,18.0,18.0,33.0,33.0,33.0,35.0,35.0,38.0,39.0,39.0,40.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,53.0,73.0,73.0,77.0,205.0,257.0,257.0,292.0,413.0,475.0,475.0,564.0,594.0,641.0,726.0,761.0,820.0,820.0,913.0,913.0,913.0,990.0,990.0,1038.0,1038.0,1089.0,1089.0,1114.0
Guyana,Americas,https://www.countryflags.io/gy/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,12.0,19.0,19.0,23.0,24.0,29.0,31.0,33.0,37.0,37.0,40.0,45.0,45.0,47.0,48.0,55.0,57.0,63.0,63.0,65.0,66.0,67.0,67.0,70.0,73.0,74.0,74.0,74.0,75.0,78.0,82.0,82.0,82.0,82.0,92.0,93.0,93.0,93.0,94.0,97.0,104.0,109.0,113.0,113.0,113.0,116.0,117.0,117.0,124.0,125.0,125.0,127.0,127.0,127.0
Haiti,Americas,https://www.countryflags.io/ht/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,5.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,16.0,18.0,18.0,21.0,21.0,24.0,25.0,27.0,30.0,31.0,33.0,33.0,40.0,40.0,41.0,43.0,44.0,44.0,47.0,57.0,58.0,62.0,72.0,72.0,72.0,72.0,76.0,76.0,76.0,81.0,85.0,85.0,85.0,100.0,101.0,108.0,129.0,146.0,151.0,182.0,209.0,219.0,234.0,273.0,310.0,358.0,456.0,533.0,596.0,596.0,734.0,812.0,865.0
Honduras,Americas,https://www.countryflags.io/hn/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,6.0,8.0,9.0,12.0,24.0,24.0,26.0,27.0,30.0,36.0,52.0,67.0,95.0,110.0,139.0,141.0,172.0,219.0,222.0,264.0,268.0,298.0,305.0,312.0,343.0,382.0,392.0,393.0,397.0,407.0,419.0,426.0,442.0,457.0,472.0,477.0,494.0,510.0,519.0,519.0,591.0,627.0,661.0,693.0,738.0,771.0,804.0,899.0,1010.0,1055.0,1178.0,1270.0,1461.0,1685.0,1771.0,1830.0,1972.0,2006.0,2080.0,2255.0,2318.0,2460.0,2565.0,2646.0,2798.0,2955.0,3100.0,3204.0,3477.0,3743.0
"Hong Kong SAR, China",Asia,https://www.countryflags.io/hk/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Hungary,Europe,https://www.countryflags.io/hu/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,4.0,7.0,8.0,9.0,12.0,13.0,16.0,25.0,31.0,39.0,50.0,50.0,73.0,85.0,103.0,131.0,167.0,187.0,226.0,261.0,300.0,343.0,408.0,447.0,492.0,525.0,585.0,623.0,678.0,733.0,744.0,817.0,895.0,980.0,1190.0,1310.0,1410.0,1458.0,1512.0,1579.0,1652.0,1763.0,1834.0,1916.0,1984.0,2098.0,2168.0,2284.0,2383.0,2443.0,2500.0,2583.0,2649.0,2727.0,2775.0,2863.0,2942.0,2998.0,3035.0,3065.0,3111.0,3150.0,3178.0,3213.0,3263.0,3284.0,3313.0,3341.0,3380.0,3417.0,3473.0,3509.0,3535.0,3556.0,3598.0,3641.0,3678.0,3713.0,3741.0
Iceland,Europe,https://www.countryflags.io/is/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,16.0,26.0,35.0,43.0,53.0,55.0,65.0,70.0,85.0,117.0,117.0,138.0,178.0,199.0,247.0,250.0,330.0,409.0,473.0,568.0,588.0,648.0,737.0,802.0,890.0,963.0,1020.0,1086.0,1135.0,1220.0,1319.0,1364.0,1417.0,1486.0,1562.0,1586.0,1616.0,1648.0,1675.0,1689.0,1701.0,1711.0,1720.0,1727.0,1739.0,1754.0,1760.0,1771.0,1773.0,1778.0,1785.0,1789.0,1789.0,1790.0,1792.0,1792.0,1795.0,1797.0,1797.0,1798.0,1798.0,1799.0,1799.0,1799.0,1799.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,1803.0,1803.0,1803.0,1804.0
India,Asia,https://www.countryflags.io/in/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,28.0,29.0,31.0,34.0,,44.0,50.0,73.0,75.0,83.0,90.0,93.0,125.0,137.0,165.0,191.0,231.0,320.0,439.0,492.0,562.0,649.0,724.0,873.0,979.0,1071.0,1251.0,1397.0,1965.0,2301.0,2902.0,3374.0,4067.0,4421.0,5194.0,5734.0,6412.0,7447.0,8356.0,9152.0,10363.0,11438.0,12380.0,13387.0,14378.0,15712.0,17265.0,18600.0,19984.0,21393.0,23077.0,24506.0,26496.0,27892.0,29435.0,31332.0,33050.0,35043.0,37336.0,39980.0,42533.0,46433.0,49391.0,52952.0,56342.0,59662.0,62939.0,67152.0,70756.0,74281.0,78003.0,81970.0,85940.0,90927.0,96169.0,101139.0,106750.0,112359.0,118447.0,125101.0,131868.0
Indonesia,Asia,https://www.countryflags.io/id/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,4.0,,6.0,,19.0,34.0,,69.0,96.0,117.0,134.0,172.0,172.0,227.0,309.0,450.0,514.0,579.0,686.0,790.0,893.0,1046.0,1155.0,1285.0,1414.0,1528.0,1677.0,1790.0,1986.0,2092.0,2273.0,2491.0,2738.0,2956.0,3293.0,3512.0,3842.0,4241.0,4557.0,4839.0,5136.0,5516.0,5923.0,6248.0,6575.0,6760.0,7135.0,7418.0,7775.0,8211.0,8607.0,8882.0,9096.0,9511.0,9771.0,10118.0,10551.0,10843.0,11192.0,11587.0,12071.0,12438.0,12776.0,13112.0,13645.0,14032.0,14265.0,14749.0,15438.0,16006.0,16496.0,17025.0,17514.0,18010.0,18496.0,19189.0,20162.0,20796.0,21745.0
"Iran, Islamic Rep.",Asia,https://www.countryflags.io/ir/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,28.0,43.0,61.0,95.0,139.0,245.0,388.0,593.0,978.0,1501.0,2336.0,2922.0,3513.0,4747.0,5823.0,6566.0,7161.0,8042.0,9000.0,10075.0,11364.0,12729.0,13938.0,14991.0,16169.0,17361.0,18407.0,19644.0,20610.0,21638.0,23049.0,24811.0,27017.0,29406.0,32332.0,35408.0,38309.0,41495.0,44606.0,47593.0,50468.0,50468.0,55743.0,58226.0,60500.0,62589.0,64586.0,66220.0,68192.0,70029.0,71686.0,73303.0,74877.0,76389.0,77995.0,79494.0,80868.0,82211.0,83505.0,84802.0,85996.0,87026.0,88194.0,89328.0,90481.0,91472.0,92584.0,93657.0,94640.0,95646.0,96448.0,97424.0,98647.0,99970.0,101650.0,103135.0,104691.0,106220.0,107603.0,109286.0,110767.0,112725.0,114533.0,116635.0,118392.0,120198.0,122492.0,124603.0,126949.0,129341.0,131652.0,133521.0
Iraq,Asia,https://www.countryflags.io/iq/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,7.0,13.0,19.0,21.0,26.0,31.0,38.0,,54.0,61.0,,61.0,70.0,74.0,85.0,85.0,124.0,124.0,154.0,164.0,177.0,193.0,214.0,233.0,266.0,316.0,346.0,382.0,458.0,506.0,547.0,630.0,694.0,694.0,772.0,772.0,878.0,961.0,1031.0,1031.0,1202.0,1232.0,1279.0,1318.0,1352.0,1378.0,1400.0,1415.0,1434.0,1482.0,1482.0,1539.0,1574.0,1602.0,1602.0,1677.0,1708.0,1763.0,1820.0,1847.0,1847.0,2003.0,2085.0,2153.0,2219.0,2296.0,2346.0,2431.0,2480.0,2543.0,2603.0,2679.0,2767.0,2818.0,2913.0,3032.0,3143.0,3193.0,3260.0,3404.0,3554.0,3611.0,3724.0,3877.0,3964.0,4272.0
Ireland,Europe,https://www.countryflags.io/ie/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,6.0,13.0,18.0,19.0,21.0,0.0,35.0,43.0,70.0,91.0,129.0,169.0,223.0,292.0,366.0,557.0,683.0,785.0,906.0,1125.0,1329.0,1564.0,1819.0,2121.0,2415.0,2615.0,2910.0,3235.0,3447.0,3849.0,4273.0,4604.0,5111.0,5364.0,5709.0,6224.0,7393.0,8089.0,8928.0,9655.0,10647.0,11479.0,12547.0,13271.0,13980.0,14758.0,15251.0,15652.0,16040.0,16671.0,17607.0,18184.0,18561.0,19262.0,19648.0,19877.0,20253.0,20612.0,20833.0,21176.0,21506.0,21722.0,21983.0,22248.0,22385.0,22541.0,22760.0,22996.0,23135.0,23242.0,23401.0,23827.0,23956.0,24048.0,24112.0,24200.0,24251.0,24315.0,24391.0,24506.0,24582.0
Isle of Man,Europe,https://www.countryflags.io/im/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,13.0,23.0,23.0,26.0,29.0,32.0,42.0,42.0,52.0,65.0,71.0,114.0,126.0,127.0,139.0,150.0,158.0,190.0,201.0,226.0,228.0,242.0,242.0,254.0,284.0,289.0,297.0,298.0,300.0,307.0,307.0,307.0,308.0,308.0,308.0,308.0,309.0,313.0,315.0,316.0,320.0,321.0,325.0,326.0,327.0,329.0,329.0,330.0,330.0,330.0,331.0,332.0,332.0,334.0,335.0,335.0,335.0,335.0,336.0,336.0,336.0,336.0
Israel,Asia,https://www.countryflags.io/il/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,7.0,10.0,0.0,0.0,15.0,17.0,19.0,25.0,39.0,0.0,70.0,82.0,96.0,116.0,178.0,250.0,260.0,427.0,433.0,677.0,712.0,883.0,1071.0,1442.0,1930.0,2369.0,2666.0,3035.0,3619.0,4247.0,4473.0,4916.0,5591.0,6252.0,7428.0,8018.0,8430.0,8904.0,9248.0,9404.0,9968.0,10408.0,10743.0,11145.0,11586.0,12046.0,12501.0,12758.0,12982.0,13265.0,13491.0,13713.0,13942.0,14592.0,14882.0,15058.0,15298.0,15398.0,15466.0,15589.0,15834.0,15946.0,16101.0,16185.0,16208.0,16246.0,16289.0,16310.0,16381.0,16436.0,16454.0,16477.0,16506.0,16529.0,16548.0,16579.0,16589.0,16608.0,16617.0,16621.0,16650.0,16670.0,16690.0,16690.0,16690.0
Italy,Europe,https://www.countryflags.io/it/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,79.0,132.0,229.0,322.0,400.0,650.0,888.0,1128.0,1689.0,2036.0,2502.0,3089.0,3858.0,4636.0,5883.0,7375.0,9172.0,10149.0,12462.0,15113.0,17660.0,21157.0,23980.0,27980.0,31506.0,35713.0,41035.0,47021.0,53578.0,59138.0,63927.0,69176.0,74386.0,80539.0,86498.0,92472.0,97689.0,101739.0,105792.0,110574.0,115242.0,119827.0,124632.0,128948.0,132547.0,135586.0,139422.0,143626.0,147577.0,152271.0,156363.0,159516.0,162488.0,165155.0,168941.0,172434.0,175925.0,178972.0,181228.0,183957.0,187327.0,189973.0,192994.0,195351.0,197675.0,199414.0,201505.0,203591.0,205463.0,207428.0,209328.0,210717.0,211938.0,213013.0,214457.0,215858.0,217185.0,218268.0,219070.0,219814.0,221216.0,222104.0,223096.0,223885.0,224760.0,225435.0,225886.0,226699.0,227364.0,228006.0,228658.0,229327.0
Jamaica,Americas,https://www.countryflags.io/jm/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,8.0,,10.0,10.0,13.0,15.0,16.0,19.0,19.0,19.0,19.0,21.0,25.0,26.0,26.0,32.0,34.0,38.0,38.0,44.0,47.0,53.0,55.0,58.0,59.0,63.0,63.0,63.0,65.0,69.0,72.0,73.0,105.0,125.0,143.0,163.0,173.0,196.0,223.0,233.0,252.0,252.0,288.0,305.0,350.0,364.0,381.0,396.0,422.0,432.0,463.0,469.0,471.0,473.0,478.0,488.0,490.0,498.0,502.0,505.0,507.0,509.0,509.0,511.0,517.0,520.0,520.0,520.0,529.0,534.0,544.0,550.0
Japan,Asia,https://www.countryflags.io/jp/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,11.0,14.0,15.0,19.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.0,30.0,38.0,52.0,59.0,59.0,66.0,84.0,93.0,105.0,132.0,144.0,144.0,164.0,186.0,210.0,230.0,239.0,254.0,254.0,268.0,317.0,349.0,408.0,455.0,488.0,514.0,568.0,619.0,675.0,737.0,780.0,814.0,824.0,829.0,873.0,950.0,1007.0,1046.0,1089.0,1128.0,1193.0,1268.0,1364.0,1499.0,1693.0,1866.0,1953.0,1953.0,2178.0,2617.0,2935.0,3271.0,3654.0,3817.0,3906.0,4257.0,4667.0,5347.0,6748.0,7255.0,7645.0,8100.0,8582.0,9167.0,9795.0,10361.0,10751.0,11118.0,11496.0,11772.0,12240.0,12892.0,13182.0,13385.0,13576.0,13852.0,14088.0,14281.0,14544.0,14839.0,15057.0,15231.0,15354.0,15463.0,15547.0,15628.0,15747.0,15798.0,15874.0,16024.0,16079.0,16193.0,16237.0,16285.0,16305.0,16365.0,16385.0,16424.0,16513.0,16536.0,16550.0
Jordan,Asia,https://www.countryflags.io/jo/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,15.0,16.0,35.0,52.0,56.0,69.0,84.0,99.0,112.0,127.0,153.0,172.0,212.0,235.0,259.0,268.0,274.0,278.0,299.0,299.0,323.0,345.0,349.0,349.0,358.0,372.0,372.0,381.0,389.0,391.0,397.0,401.0,402.0,407.0,413.0,417.0,425.0,425.0,428.0,437.0,441.0,444.0,447.0,449.0,449.0,451.0,453.0,459.0,460.0,461.0,465.0,471.0,473.0,494.0,508.0,522.0,540.0,562.0,576.0,582.0,586.0,596.0,607.0,613.0,629.0,649.0,672.0,684.0,700.0,704.0
Kazakhstan,Asia,https://www.countryflags.io/kz/flat/64.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,9.0,11.0,33.0,37.0,49.0,53.0,56.0,60.0,62.0,79.0,88.0,120.0,193.0,229.0,284.0,325.0,340.0,348.0,386.0,460.0,460.0,531.0,670.0,704.0,759.0,802.0,840.0,880.0,961.0,1179.0,1267.0,1331.0,1470.0,1591.0,1654.0,1735.0,1949.0,2025.0,2191.0,2334.0,2482.0,2652.0,2717.0,2860.0,3063.0,3205.0,3504.0,3671.0,3877.0,3964.0,4121.0,4277.0,4502.0,4690.0,4834.0,5036.0,5126.0,5240.0,5417.0,5571.0,5571.0,5850.0,6157.0,6440.0,6751.0,6969.0,7234.0,7597.0,7919.0,8322.0
